Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,Cuentas_Diarias,account.Charges.Total
no,male,0,yes,yes,39,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,no,electronic check,100.0,3.33,3835.55
yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.1,2.34,70.1
yes,female,0,no,no,3,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,97.9,3.26,315.3
no,male,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),102.5,3.42,6157.6
yes,female,0,yes,no,5,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.95,2.33,330.15
yes,male,1,no,no,3,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,81.35,2.71,233.7
no,female,0,yes,no,55,yes,yes,dsl,yes,yes,no,yes,no,no,one year,yes,credit card (automatic),66.05,2.2,3462.1
no,male,0,no,no,72,no,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),61.2,2.04,4390.25
no,male,1,yes,no,72,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),74.4,2.48,5360.75
yes,female,0,no,no,41,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.3,3.54,4443.45
no,male,0,no,no,60,no,no,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),39.6,1.32,2424.5
yes,female,0,no,no,6,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.3,2.98,577.6
no,female,0,yes,no,46,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),108.9,3.63,4854.3
no,female,0,no,no,15,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.9,0.66,320.45
yes,female,0,yes,no,58,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),102.1,3.4,5885.4
no,male,0,yes,yes,23,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.6,0.65,426.65
yes,female,1,yes,yes,31,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,98.9,3.3,2911.3
no,male,0,yes,no,11,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.9,1.53,521.9
no,female,1,no,no,56,yes,yes,fiber optic,no,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),99.9,3.33,5706.3
no,female,0,no,yes,25,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),20.05,0.67,471.7
no,female,0,no,no,68,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),64.35,2.14,4539.6
no,female,0,no,no,40,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.65,0.65,830.25
yes,male,0,no,no,36,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.9,2.83,3067.2
yes,male,0,no,no,32,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),108.15,3.6,3432.9
no,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.85,2.9,6263.8
no,male,0,yes,no,17,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,102.55,3.42,1742.5
no,male,0,yes,no,18,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,no,electronic check,78.2,2.61,1468.75
no,female,0,no,no,37,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),91.2,3.04,3382.3
no,male,0,no,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.35,0.64,46.35
no,female,0,yes,yes,28,yes,no,fiber optic,no,no,no,no,no,no,one year,yes,bank transfer (automatic),70.4,2.35,1992.2
no,male,0,no,no,9,no,no,dsl,yes,yes,yes,no,no,no,one year,no,mailed check,39.55,1.32,373.0
no,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,50.15,1.67,50.15
no,male,0,yes,no,65,yes,no,no,no,no,no,no,no,no,two year,yes,credit card (automatic),20.4,0.68,1414.45
no,female,0,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.6,1.49,122.7
yes,female,0,no,no,1,no,no,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,34.7,1.16,34.7
no,male,0,yes,no,36,yes,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,93.6,3.12,3366.05
yes,male,0,no,no,23,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,90.6,3.02,1943.2
no,male,0,yes,yes,22,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,yes,mailed check,57.95,1.93,1271.8
no,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),112.1,3.74,7965.95
yes,female,0,yes,yes,17,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,88.25,2.94,1460.65
yes,female,0,no,no,3,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,no,electronic check,85.8,2.86,272.2
yes,male,0,yes,no,58,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,credit card (automatic),60.3,2.01,3563.8
no,male,0,yes,yes,67,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),81.35,2.71,5398.6
no,male,1,no,no,34,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,99.85,3.33,3343.15
no,male,0,no,no,10,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),20.0,0.67,198.7
no,female,0,no,no,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),85.35,2.84,5897.4
no,male,0,no,no,40,no,no,dsl,yes,yes,yes,no,yes,yes,one year,no,credit card (automatic),62.05,2.07,2511.55
no,male,0,no,no,20,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,no,credit card (automatic),64.4,2.15,1398.6
no,female,0,yes,yes,46,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.4,0.65,967.85
yes,female,0,yes,no,2,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,74.4,2.48,139.4
yes,female,1,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.45,2.35,70.45
no,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,credit card (automatic),105.0,3.5,7589.8
no,male,0,yes,yes,70,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),25.15,0.84,1790.15
no,female,0,no,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.3,0.64,44.4
no,male,0,no,yes,23,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),55.3,1.84,1284.2
no,male,0,yes,no,36,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.4,3.18,3474.2
yes,male,1,yes,no,59,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),93.85,3.13,5574.75
no,male,0,no,no,67,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.5,0.68,1430.95
no,male,0,yes,yes,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,bank transfer (automatic),105.55,3.52,7542.25
yes,female,0,no,no,37,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),101.9,3.4,3545.35
no,female,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),24.45,0.82,1709.1
no,male,0,yes,no,72,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.7,0.66,1421.9
yes,male,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.4,2.48,229.55
yes,female,1,yes,no,54,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,credit card (automatic),101.5,3.38,5373.1
yes,male,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,95.75,3.19,5742.9
no,female,0,yes,no,58,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),110.65,3.69,6526.65
no,female,0,yes,no,31,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),83.85,2.8,2674.15
no,female,0,no,no,3,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,60.25,2.01,170.5
no,male,0,no,no,55,yes,no,dsl,yes,no,yes,yes,no,no,two year,yes,electronic check,59.2,1.97,3175.85
yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.4,1.48,44.4
no,male,0,yes,no,49,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),85.3,2.84,4297.95
yes,male,0,no,yes,8,no,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,25.5,0.85,215.2
no,female,1,no,no,39,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.75,3.32,4036.0
no,male,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two year,yes,credit card (automatic),66.1,2.2,4428.45
no,female,0,yes,yes,15,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.55,0.68,295.95
no,female,0,yes,no,51,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,98.85,3.3,4947.55
no,male,1,no,no,9,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,49.2,1.64,447.9
yes,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.9,0.7,20.9
no,male,0,no,no,25,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),19.5,0.65,516.3
no,male,0,yes,no,22,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),87.0,2.9,1850.65
no,male,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,49.0,1.63,749.25
yes,female,0,yes,yes,28,yes,no,fiber optic,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),90.1,3.0,2598.95
no,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,mailed check,90.7,3.02,237.65
no,female,0,yes,no,47,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.5,3.35,4707.1
no,female,0,no,no,67,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,mailed check,85.25,2.84,5714.2
no,female,1,no,no,18,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.7,2.49,1294.6
no,male,0,yes,no,62,yes,no,dsl,no,yes,yes,yes,no,no,two year,yes,credit card (automatic),60.15,2.0,3753.2
no,female,0,no,no,41,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,yes,electronic check,80.55,2.68,3263.9
no,female,0,no,no,44,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,50.15,1.67,2139.1
no,female,0,no,no,53,yes,no,fiber optic,no,yes,yes,yes,no,yes,one year,yes,credit card (automatic),94.45,3.15,5042.75
no,male,0,yes,no,48,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.05,0.67,1036.0
no,female,1,yes,no,54,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),115.6,3.85,6431.05
yes,female,0,yes,no,48,no,no,dsl,yes,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),45.3,1.51,2145.0
no,male,0,no,no,24,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),99.65,3.32,2404.85
no,male,0,no,no,33,yes,no,fiber optic,no,yes,no,yes,no,no,two year,no,bank transfer (automatic),80.6,2.69,2651.1
no,male,0,yes,no,66,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,no,electronic check,85.25,2.84,5538.35
no,female,0,yes,yes,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.55,2.32,200.2
no,female,0,no,no,13,no,no,dsl,no,no,yes,yes,no,no,two year,no,mailed check,35.4,1.18,450.4
no,male,0,yes,yes,63,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),83.5,2.78,5435.0
yes,female,0,yes,yes,23,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,electronic check,83.8,2.79,1900.25
no,male,0,no,yes,52,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),25.6,0.85,1334.5
no,male,0,no,no,3,yes,no,no,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),20.75,0.69,67.1
no,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),56.75,1.89,503.25
no,female,0,yes,yes,72,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.1,0.67,1460.85
no,male,0,no,no,29,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),98.8,3.29,2807.1
no,female,1,yes,no,62,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic check,104.85,3.49,6312.9
yes,male,0,yes,no,41,yes,yes,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,73.0,2.43,3001.2
yes,male,0,no,no,43,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,77.85,2.6,3365.85
no,female,0,no,yes,26,yes,no,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,105.45,3.52,2715.3
no,female,0,yes,no,19,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,96.8,3.23,1743.05
no,female,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),24.25,0.81,1784.5
no,female,1,no,no,45,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),102.15,3.4,4735.35
no,male,0,no,no,32,yes,no,dsl,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),64.85,2.16,2010.95
no,male,0,no,no,41,yes,yes,no,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.25,0.84,996.45
no,male,0,yes,yes,65,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),24.75,0.82,1715.1
yes,male,0,yes,no,55,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,96.75,3.22,5238.9
no,male,0,yes,yes,11,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.65,0.65,225.75
no,female,0,no,no,49,yes,no,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),74.45,2.48,3721.9
no,male,0,yes,no,61,yes,yes,fiber optic,yes,no,yes,yes,yes,no,month-to-month,no,bank transfer (automatic),99.4,3.31,5943.65
no,male,0,yes,yes,25,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.15,0.64,477.6
yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.5,2.32,69.5
no,female,0,no,yes,23,yes,no,dsl,no,no,no,yes,no,no,one year,yes,electronic check,49.45,1.65,1119.35
no,male,0,no,no,21,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,73.7,2.46,1558.7
yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.7,2.66,79.7
yes,male,1,yes,no,5,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),79.9,2.66,343.95
no,male,0,yes,no,24,yes,no,dsl,yes,no,no,yes,yes,yes,one year,no,bank transfer (automatic),74.4,2.48,1712.9
yes,female,1,no,no,27,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,credit card (automatic),88.3,2.94,2467.75
no,female,0,yes,no,70,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.8,0.66,1397.65
yes,female,1,no,no,5,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),75.55,2.52,349.65
no,male,0,yes,yes,46,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.2,0.67,917.45
no,female,0,yes,yes,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.65,2.39,135.75
no,female,0,yes,yes,57,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),20.1,0.67,1087.7
yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,71.1,2.37,71.1
no,female,1,yes,no,60,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),100.5,3.35,6029.0
no,male,0,yes,yes,37,yes,yes,dsl,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),62.8,2.09,2278.75
yes,male,0,no,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.45,2.35,70.45
no,male,0,yes,yes,28,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),100.35,3.34,2799.0
no,female,1,no,no,24,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.3,0.68,459.95
no,female,0,no,no,62,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,yes,electronic check,92.05,3.07,5755.8
yes,female,0,no,yes,18,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),20.15,0.67,390.85
yes,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,electronic check,54.2,1.81,308.25
no,female,0,yes,yes,20,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.35,0.68,442.6
yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.75,2.36,70.75
yes,male,0,no,no,35,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),102.35,3.41,3626.1
no,female,1,no,no,52,no,no,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,electronic check,50.5,1.68,2566.3
yes,female,0,yes,no,30,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.0,2.83,2624.25
no,male,0,yes,no,72,no,no,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),42.1,1.4,2962.0
yes,male,1,no,no,15,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,75.65,2.52,1146.65
no,male,0,no,yes,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,114.6,3.82,7882.5
no,male,0,no,yes,66,yes,yes,dsl,yes,yes,no,yes,no,no,two year,no,bank transfer (automatic),65.7,2.19,4378.9
no,male,1,yes,no,55,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.0,2.47,4052.4
yes,female,1,yes,no,55,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,85.45,2.85,4874.7
no,male,1,yes,no,57,yes,yes,dsl,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),71.1,2.37,4140.1
no,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,electronic check,109.55,3.65,8165.1
no,female,0,yes,no,28,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.5,0.68,563.05
no,male,0,yes,no,54,yes,no,dsl,yes,yes,no,no,yes,yes,two year,yes,bank transfer (automatic),74.55,2.48,4191.45
no,male,1,yes,yes,24,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,79.85,2.66,1857.75
no,female,0,yes,no,2,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,mailed check,62.15,2.07,113.1
no,male,0,no,yes,12,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),21.05,0.7,235.8
no,male,1,no,no,51,yes,yes,fiber optic,no,yes,no,no,no,no,one year,yes,bank transfer (automatic),79.6,2.65,3974.7
no,male,0,no,no,13,yes,no,dsl,no,yes,no,yes,yes,yes,month-to-month,no,mailed check,73.35,2.44,931.55
no,male,0,no,no,58,yes,no,dsl,no,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),70.1,2.34,4048.95
no,female,0,yes,yes,18,yes,no,dsl,no,no,yes,yes,no,no,one year,yes,credit card (automatic),54.4,1.81,957.1
no,female,0,yes,no,29,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,19.55,0.65,521.8
no,female,0,yes,yes,72,yes,yes,dsl,yes,yes,no,yes,yes,no,two year,no,mailed check,74.55,2.48,5430.65
no,male,0,yes,yes,71,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),23.9,0.8,1626.4
no,female,0,no,no,70,no,no,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),44.6,1.49,3058.15
yes,male,0,no,no,9,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.5,3.18,829.1
no,female,0,yes,yes,20,yes,yes,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),95.5,3.18,1916.2
yes,male,0,no,no,69,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),78.6,2.62,5356.45
no,male,0,no,no,63,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,one year,no,credit card (automatic),104.5,3.48,6590.8
no,female,0,no,no,7,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,electronic check,61.4,2.05,438.9
no,female,0,yes,yes,69,no,no,dsl,yes,no,yes,no,no,yes,two year,yes,credit card (automatic),43.95,1.46,2960.1
yes,male,0,yes,yes,5,yes,yes,no,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.9,0.86,135.0
no,female,0,no,no,9,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,no,electronic check,80.55,2.68,653.9
no,female,0,yes,yes,46,yes,yes,fiber optic,yes,no,yes,yes,no,yes,two year,no,mailed check,99.65,3.32,4630.2
no,male,1,yes,no,60,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,97.95,3.26,5867.0
yes,male,1,yes,no,27,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,95.55,3.18,2510.2
no,female,0,yes,no,16,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,electronic check,90.7,3.02,1374.9
yes,female,0,yes,yes,22,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,83.3,2.78,1845.9
no,female,0,yes,yes,41,yes,yes,fiber optic,yes,yes,yes,no,no,yes,one year,yes,bank transfer (automatic),101.6,3.39,3930.55
no,female,1,no,no,4,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,electronic check,72.75,2.42,317.75
no,female,0,no,no,24,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),88.95,2.97,2072.75
no,female,0,no,no,38,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.3,0.68,743.05
no,female,0,no,no,25,yes,yes,dsl,yes,yes,yes,yes,yes,no,month-to-month,yes,bank transfer (automatic),78.35,2.61,1837.9
no,male,0,yes,no,40,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,80.0,2.67,3168.75
yes,female,0,no,no,8,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.85,1.66,365.55
no,male,0,yes,yes,13,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.85,0.66,252.0
no,male,0,yes,yes,64,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,electronic check,91.8,3.06,5960.5
yes,female,0,yes,yes,62,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,100.15,3.34,6283.3
no,female,0,yes,no,20,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.8,2.33,1540.35
yes,male,0,yes,no,14,no,no,dsl,no,no,no,no,yes,yes,month-to-month,no,electronic check,46.35,1.55,667.7
no,female,0,no,no,57,yes,no,dsl,no,yes,yes,yes,yes,no,two year,no,mailed check,69.75,2.33,3894.4
no,male,0,no,yes,12,yes,no,dsl,yes,no,no,no,yes,yes,month-to-month,yes,mailed check,69.85,2.33,837.5
no,female,0,yes,yes,59,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.45,0.85,1534.05
no,female,0,yes,yes,59,yes,no,dsl,no,yes,no,yes,yes,yes,two year,yes,credit card (automatic),75.95,2.53,4542.35
